f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,labels
101.54520833333333,57.166591696607185,82.15270833333334,60.63601801046083,68.05,53.609850229847375,109.0,0.0,3.0,0.0,88.0,8.0,6.0,3.0,45.0,13.0,9.0,11.0,10.0,9.0,3.0,18.0,4.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.406058711325988,5.869987175614994,8.496805530039596,9.845487625672451,-19.17848651338412,13.05555127827479,19.15637455764897,1621.2569327731094,0.10375437487194511,0.015685414767355736,0.729771669499281,0.0
66.29447916666666,44.480600297812224,56.93354166666666,46.18914645191658,52.22229166666666,54.11078107070344,128.0,0.0,1.0,0.0,82.0,3.0,0.0,0.0,45.0,13.0,22.0,11.0,12.0,9.0,4.0,11.0,2.0,3.0,0.0,4.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.507968506845545,5.106420266825651,8.317592703418915,8.291596393304063,16.59638548368472,10.847213589134467,18.120158653661132,580.7599789915967,0.16310464797003468,0.022114276038730753,0.8725779174005148,0.0
124.62260416666666,56.613068734627426,94.09010416666666,43.16724387471534,78.7321875,47.570211764277204,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.398716122132063,4.987520181129829,8.33118426820507,9.04896254309741,17.775534111246422,11.54872651585407,18.144271138575437,669.5642857142857,0.2943009150157824,0.03555544261191448,0.8121122843347693,0.0
72.98,53.14892418164893,74.71927083333334,44.92715914271658,74.24385416666667,40.408703860002724,120.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,112.0,0.0,0.0,16.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2746573840626474,4.6541702683056805,8.249471147154622,8.038489780096826,16.196324269135186,10.382949052267712,16.786949596828133,416.9470588235294,0.49955407389229056,0.05221021489216668,0.8843002599441013,0.0
108.29666666666667,47.00774879976941,55.62375,33.81288429387285,37.844791666666666,24.01023379811056,116.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.095491295716042,2.3605159033986873,3.7723895756282038,3.6255544326704374,7.325717153085723,4.808181695916635,-8.45559453751221,134.95115546218486,0.42214118394283595,0.0382906608088211,0.9327412045214573,0.0
102.694375,53.33321676053341,74.4675,51.35971980793898,50.44708333333333,52.819457745162964,120.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,77.0,9.0,0.0,6.0,1.0,0.0,1.0,81.0,1.0,0.0,1.0,21.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5940345098978046,5.703305127751616,8.961098389989083,9.006775170949854,17.99072772209019,11.871263560959877,-20.060171910454198,875.875,0.20934823600607455,0.02594899270572787,0.8263399752634576,0.0
57.86989583333333,52.78535594340994,49.86604166666667,52.291080072656094,54.860625,57.696939473505644,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,229.0,2.0,3.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5578442052643044,5.354189158463371,8.920922382501104,9.122747905850298,18.145218376504893,11.895193289007993,-19.411779315596792,502.2586134453782,0.25154217189382416,0.04292402920312653,0.909257961410688,0.0
50.8040625,46.28557240288555,58.236041666666665,48.313454744321454,41.872395833333336,45.869541778940665,172.0,3.0,0.0,0.0,77.0,1.0,0.0,0.0,8.0,5.0,1.0,12.0,5.0,2.0,1.0,25.0,1.0,0.0,3.0,13.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0021293392749615,4.097825255691577,6.943823890774628,7.564874480924455,15.075121256969537,11.912502175883533,14.899093686767856,362.8939075630252,0.3304831663526346,0.042529695279656866,0.91345153026778,0.0
60.5865625,75.49104946018606,64.08854166666667,74.02985373284616,55.501979166666665,77.4748883795016,104.0,0.0,0.0,0.0,19.0,1.0,1.0,1.0,40.0,3.0,2.0,2.0,3.0,1.0,3.0,11.0,1.0,0.0,1.0,19.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5055315981427513,5.261554268780967,7.531135546194943,7.756328103887856,15.403963113141277,10.432263408932998,16.274676231351446,681.3597046413502,0.2995276770773693,0.04087658226487037,0.939755623605171,0.0
94.90541666666667,48.26687973127179,65.56833333333333,42.1658174815678,36.92958333333333,25.29001037616214,120.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8634434903890496,3.8071915004599393,7.4025806501999165,7.820046026042578,15.513008447764701,9.773125523417436,15.68330771422712,172.24653361344537,0.421782601424034,0.04575035071753536,0.9259133675893787,0.0
126.81770833333333,66.27058877371567,92.3,75.1691121183872,68.69697916666667,57.030629117529756,120.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6621251235878907,5.643879115536104,9.066959947443292,9.511995686229177,19.71054347355347,12.412763230182623,-18.804799610218538,882.5759453781512,0.3291134714199376,0.03955581663621401,0.9029959249759102,0.0
101.303125,62.961780657536266,62.8853125,59.413866865774786,24.353958333333335,25.57023263155025,120.0,0.0,0.0,0.0,3.0,12.0,0.0,3.0,8.0,31.0,1.0,43.0,2.0,7.0,0.0,42.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7464480350107583,3.800860633518366,6.322777861397359,6.257468790439599,12.553962866229398,8.158502351965696,-13.317051584290972,539.2474789915967,0.298051837037191,0.05221866759224913,0.8676902745128947,0.0
68.240625,43.320460615541805,64.4765625,33.23767429213814,30.485,27.781903282532678,74.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,5.0,2.0,0.0,4.0,3.0,1.0,1.0,41.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8297995219544656,3.7087721999016723,6.672103198097844,6.829252533543085,13.579941459322596,8.737240076273956,-15.726436327717394,339.78340336134454,0.2872353432881493,0.04108069593913061,0.7654469084526672,0.0
102.59,43.30317088081811,79.1690625,43.25520032748772,79.05291666666666,45.932868948351015,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.124227500180269,4.937073858573861,7.123887945459859,7.4368251592391195,-16.20703263042646,-10.280924411276807,14.717409368120007,547.252731092437,0.43386020557485055,0.04344347841367693,0.839786085889807,0.0
54.934895833333336,63.779031224592,49.291354166666665,56.53962850882762,30.392916666666668,32.88255603649229,249.0,1.0,0.0,0.0,54.0,7.0,2.0,0.0,21.0,2.0,3.0,1.0,2.0,0.0,1.0,7.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7630373899793503,5.77836939389423,10.031582539451502,10.411178504373053,-21.143905918922428,-13.411010405234341,20.654212841071075,511.12699579831934,0.24956461547099246,0.02957898143830783,0.8874344733235103,0.0
61.2753125,76.40329627832827,56.09770833333334,69.60025469121213,31.514791666666667,46.42284358165274,120.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,117.0,0.0,3.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5737740031445657,5.598670137008254,8.058761412278567,9.149018982066162,-17.79662833421343,-11.949374705650056,18.12244340218207,709.4058823529413,0.4619793413171439,0.2641523741463959,0.9029482153352436,0.0
85.36135416666667,49.00028216584982,66.43041666666667,52.783985416914625,76.03072916666666,60.63109242144921,40.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.558836746040231,5.2457360072309624,8.680363383745549,9.020101032082625,17.995919382676906,11.95275987239547,-18.049014658246794,216.1469537815126,0.408926147615598,0.05662612384119328,0.9602878478174335,0.0
88.1409375,66.55700119036635,81.53052083333333,62.72318073736428,62.77,60.522470138508616,215.0,1.0,0.0,0.0,27.0,1.0,1.0,2.0,16.0,7.0,0.0,6.0,2.0,3.0,3.0,16.0,1.0,0.0,4.0,10.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.834243063505691,5.875769146615788,9.517478916111818,10.368874826689808,-20.31892229622858,-13.313537831139424,21.06535782356075,390.6456932773109,0.2081756175751757,0.025608718051147113,0.9496669178381203,0.0
68.97,49.50030025161463,45.1865625,35.48845303194069,35.614375,31.996149534374318,115.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6580472861168527,3.5943121109884215,5.979138699458772,6.66293549596025,12.986554999386376,9.070669373430544,13.947627437505187,629.386344537815,0.20014234558812835,0.024864135441816152,0.7194125630450628,0.0
84.06979166666666,60.52705080477046,42.845625,40.558680760424664,41.09885416666667,38.53473972085101,195.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,67.0,31.0,5.0,5.0,11.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8667370684698996,4.379967783288279,6.359117132924589,6.50620494618803,-12.977440548559116,8.76196393066273,-13.333094473719687,430.7747899159664,0.1989927773327658,0.028430510122008246,0.8648451577388566,0.0
76.04958333333333,55.21395354883633,42.37510416666667,36.55625837022734,42.501041666666666,34.84749212279506,170.0,0.0,0.0,0.0,47.0,2.0,0.0,1.0,62.0,7.0,1.0,4.0,4.0,2.0,1.0,10.0,0.0,0.0,0.0,7.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9780911331386664,4.656602316153437,5.626678566026472,5.888943284304283,11.646794260206772,8.24113592015162,13.5138461356302,646.236974789916,0.3824868219440985,0.06503653376233191,0.742063246802491,0.0
75.92385416666667,48.45431841069895,62.175625,46.69581518572489,41.854375,40.42861303201865,104.0,2.0,1.0,0.0,72.0,2.0,3.0,3.0,77.0,4.0,6.0,4.0,8.0,3.0,6.0,44.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0296777977559737,4.557619737385562,7.229724284457793,7.056335971326582,14.200330272435975,9.378378506657445,-15.376147633522667,1285.11743697479,0.08968520179323045,0.015839416641837033,0.6358844327205606,0.0
80.26875,51.60982890985172,44.50770833333333,42.67463804472469,25.314375,30.337739863510624,176.0,0.0,2.0,0.0,52.0,4.0,2.0,3.0,13.0,9.0,3.0,4.0,3.0,4.0,2.0,5.0,1.0,0.0,2.0,5.0,3.0,4.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.830525968535308,4.433999802685259,6.118213893674077,6.144131122319085,-12.793053522356466,8.597190279470015,12.296296828845671,906.8627100840336,0.12781095470136888,0.02496289881705387,0.637612221206685,0.0
95.53072916666666,62.52772962762187,80.85604166666667,60.96244322803669,62.07375,61.60107022287979,79.0,2.0,0.0,0.0,55.0,5.0,0.0,0.0,101.0,0.0,0.0,4.0,6.0,0.0,6.0,23.0,1.0,0.0,4.0,62.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7017395797086388,5.834821649345263,8.773781641860575,9.213358769947591,18.3429883421705,-12.277471091105221,18.3729309940827,415.915231092437,0.24539272970159176,0.029009859063545994,0.9400598785115198,0.0
69.616875,58.50769079275853,49.91125,40.8055454577459,46.5525,44.204936493752214,147.0,0.0,0.0,0.0,91.0,4.0,0.0,1.0,15.0,8.0,5.0,11.0,6.0,1.0,3.0,13.0,1.0,0.0,3.0,6.0,1.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1190865947897186,4.4000858830524665,7.812874610434122,8.15700620303042,16.14281974429297,10.357050403273888,17.340219606653932,617.540756302521,0.14774326389555129,0.020340756645348845,0.8255584507793473,0.0
78.33604166666667,70.27859140116281,56.48083333333334,58.20695877045592,23.7296875,32.899692151330896,225.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,30.0,6.0,4.0,22.0,2.0,1.0,4.0,16.0,2.0,0.0,1.0,4.0,6.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3881271166940383,4.840272926272937,8.719164768307376,8.84859043093195,17.63279005894606,11.286861464991548,-19.04705909929097,276.4459033613445,0.3439651490868813,0.046395288271713644,0.9441123239104665,0.0
68.02333333333333,67.06514616815171,33.542291666666664,34.45901071923371,27.4553125,26.84476754777382,120.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,30.0,7.0,0.0,64.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9603771939024695,3.9805275788307286,6.570980417438664,6.621088144180964,13.217205111311657,8.632687750007442,-14.926824090425537,218.00861344537813,0.6381936951108111,0.4126879869221056,0.9129207692376694,0.0
74.49770833333334,48.054526267025715,60.333645833333335,44.705350551784065,23.0371875,39.453294808627966,169.0,0.0,0.0,0.0,57.0,4.0,0.0,0.0,9.0,1.0,0.0,4.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3117331105485763,4.748529356117089,8.348199395996472,9.217261183607203,-18.068911904368534,-11.614200625820315,18.282744173520207,536.9513655462185,0.1808845251013299,0.025479997652029584,0.8524350850481198,0.0
87.15947916666667,56.68050520736443,47.40354166666667,43.97360557717092,33.66614583333333,33.37169302810491,184.0,0.0,0.0,0.0,52.0,5.0,1.0,3.0,6.0,3.0,2.0,5.0,2.0,2.0,0.0,8.0,2.0,0.0,0.0,12.0,1.0,3.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.814763753166575,4.071188462520003,5.339536399074277,5.636752698487316,11.159171252111069,7.732952006692338,-11.542703622090528,277.0096638655462,0.3407649467726717,0.03974004799252427,0.9051961227078773,0.0
57.12489583333333,64.15555578849595,46.163020833333334,56.1527268857702,49.794375,52.4657369308076,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,62.0,2.0,12.0,95.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59838647525585,5.3298601384570174,9.02481914380382,9.742246634059898,19.263367946074514,-12.99465849665678,-19.290039583420782,453.31418067226895,0.5117104208213304,0.16003791600650835,0.9257133928965648,0.0
